,日期,片名,实时票房,票房占比,排片占比,上座率,排座占比,场次,人次,场均人次,场均收入,平均票价
6442,2018-11-20,你好，之华,107.3万,1.42,3.28,7.15,2.22,9650,3.04万,4,111,35
6443,2018-11-20,名侦探柯南：零的执行人,106.2万,1.41,4.34,5.84,3.06,1.28万,3.42万,3,83,31
6444,2018-11-20,恐龙王,17万,0.23,0.92,4.19,0.69,2710,5543,3,62,30
6445,2018-11-20,胡桃夹子和四个王国,5.9万,0.08,0.35,3.59,0.25,1022,1725,2,57,34
6446,2018-11-20,飓风奇劫,5.6万,0.07,0.4,3.67,0.26,1164,1854,2,47,30
6447,2018-11-20,流浪猫鲍勃,4.9万,0.06,0.26,5.32,0.15,753,1522,3,64,32
6448,2018-11-20,无双,4.5万,0.06,0.2,6.05,0.12,597,1447,3,75,31
6449,2018-11-20,最后一公里,3.4万,0.04,0.07,13.03,0.05,206,1223,6,163,27
6450,2018-11-20,悲伤逆流成河,2.6万,0.04,0.07,10.82,0.04,213,852,4,124,31
6451,2018-11-20,嗝嗝老师,2.5万,0.03,0.12,5.8,0.07,358,753,3,69,32
6452,2018-11-20,信仰者,2.4万,0.03,0.02,26.45,0.02,59,802,14,407,29
6453,2018-11-20,有五个姐姐的我就注定要单身了啊,1.9万,0.03,0.42,1.25,0.27,1230,647,1,15,29
6454,2018-11-20,正正的世界,1.9万,0.03,0.16,3.22,0.11,463,659,2,41,29
6455,2018-11-20,阴阳眼之瞳灵公馆,1.5万,0.02,0.06,7.02,0.04,174,565,4,86,26
6456,2018-11-20,忠犬大营救,1.5万,0.02,0.0,100.0,0.0,1,382,382,14909,39
6457,2018-11-20,影,1.5万,0.02,0.03,11.07,0.02,89,430,5,173,35
6458,2018-11-20,梦境之源,1.4万,0.02,0.33,1.25,0.23,967,546,1,14,25
6459,2018-11-21,无名之辈,2873万,40.27,26.59,20.27,23.55,7.69万,84.49万,11,373,34
6460,2018-11-21,毒液：致命守护者,2680.8万,37.57,38.25,9.69,43.73,11.07万,75.02万,7,242,35
6461,2018-11-21,神奇动物：格林德沃之罪,1333.3万,18.69,23.76,7.82,24.9,6.88万,34.47万,6,193,38
6462,2018-11-21,你好，之华,91.5万,1.28,3.16,6.8,2.13,9134,2.56万,3,100,35
6463,2018-11-21,名侦探柯南：零的执行人,90.7万,1.27,4.02,5.89,2.81,1.16万,2.93万,3,77,31
6464,2018-11-21,恐龙王,14.5万,0.2,0.84,4.27,0.63,2429,4764,2,59,30
6465,2018-11-21,飓风奇劫,6.6万,0.09,0.39,4.55,0.26,1142,2117,2,57,31
6466,2018-11-21,胡桃夹子和四个王国,6.1万,0.09,0.35,3.72,0.25,1025,1677,2,59,36
6467,2018-11-21,嗝嗝老师,5.1万,0.07,0.13,12.05,0.07,384,1590,5,132,31
6468,2018-11-21,无双,5万,0.07,0.22,6.48,0.14,645,1562,3,77,31
6469,2018-11-21,流浪猫鲍勃,4.6万,0.06,0.26,4.91,0.16,758,1404,2,60,32
6470,2018-11-21,最后一公里,3.5万,0.05,0.06,18.44,0.04,163,1334,9,214,26
6471,2018-11-21,悲伤逆流成河,2.3万,0.03,0.07,9.99,0.04,208,750,4,111,31
6472,2018-11-21,正正的世界,1.9万,0.03,0.09,6.0,0.06,269,685,3,70,27
6473,2018-11-21,有五个姐姐的我就注定要单身了啊,1.8万,0.03,0.38,1.4,0.25,1111,609,1,16,29
6474,2018-11-21,影,1.6万,0.02,0.03,13.3,0.02,82,453,6,194,35
6475,2018-11-21,阴阳眼之瞳灵公馆,1.1万,0.02,0.06,5.65,0.04,182,440,3,60,25
6476,2018-11-21,信仰者,1.1万,0.01,0.02,12.94,0.02,50,351,8,210,30
6477,2018-11-21,梦境之源,1万,0.01,0.27,1.21,0.18,773,396,1,13,25
6478,2018-11-21,找到你,0.8万,0.01,0.09,3.31,0.06,263,340,2,29,22
6479,2018-11-22,无名之辈,2924.7万,43.27,29.11,18.02,26.61,8.50万,85.72万,11,343,34
6480,2018-11-22,毒液：致命守护者,2384.8万,35.28,36.66,8.94,41.8,10.71万,66.82万,7,222,35
6481,2018-11-22,神奇动物：格林德沃之罪,1128.9万,16.7,21.64,7.31,22.35,6.32万,29.20万,5,178,38
6482,2018-11-22,你好，之华,87.4万,1.29,2.99,6.82,2.02,8743,2.47万,3,99,35
6483,2018-11-22,名侦探柯南：零的执行人,81.3万,1.2,3.72,5.61,2.62,1.09万,2.62万,3,74,30
6484,2018-11-22,无敌破坏王2：大闹互联网,44万,0.65,0.43,8.48,0.68,1247,1.03万,9,352,42
6485,2018-11-22,憨豆特工3,25.8万,0.38,0.3,15.84,0.32,887,9137,11,290,28
6486,2018-11-22,恐龙王,14.8万,0.22,0.78,4.59,0.59,2285,4807,3,64,30
6487,2018-11-22,爱在归来那一天,10.5万,0.16,1.1,2.31,0.8,3217,3310,2,32,31
6488,2018-11-22,恐怖快递,6.5万,0.1,0.17,12.23,0.11,495,2454,5,130,26
6489,2018-11-22,嗝嗝老师,6万,0.09,0.14,12.61,0.08,406,1757,5,148,34
6490,2018-11-22,胡桃夹子和四个王国,5.4万,0.08,0.32,3.55,0.23,944,1460,2,57,37
6491,2018-11-22,流浪猫鲍勃,5.1万,0.08,0.25,5.91,0.15,722,1600,3,71,32
6492,2018-11-22,飓风奇劫,5万,0.07,0.37,3.97,0.25,1091,1783,2,45,27
6493,2018-11-22,最后一公里,4.8万,0.07,0.06,24.27,0.04,161,1794,12,300,26
6494,2018-11-22,无双,3.1万,0.05,0.22,4.04,0.14,655,977,2,47,32
6495,2018-11-22,中国蓝盔,2.7万,0.04,0.05,11.81,0.04,135,918,7,199,29
6496,2018-11-22,生活万岁,2.4万,0.03,0.01,59.37,0.01,28,811,29,841,29
6497,2018-11-22,影,1.3万,0.02,0.03,10.18,0.02,82,331,5,153,37
6498,2018-11-22,有五个姐姐的我就注定要单身了啊,1.3万,0.02,0.31,1.28,0.2,920,458,1,13,28
6499,2018-11-23,无名之辈,3747.3万,27.07,18.79,30.31,18.14,6.12万,108.16万,18,612,34
6500,2018-11-23,毒液：致命守护者,3186.3万,23.02,19.82,19.82,22.9,6.45万,89.30万,14,493,35
6501,2018-11-23,无敌破坏王2：大闹互联网,3143.4万,22.71,22.13,16.55,25.76,7.20万,83.87万,12,436,37
6502,2018-11-23,憨豆特工3,2028.8万,14.66,16.85,22.22,15.13,5.49万,66.13万,13,369,30
6503,2018-11-23,神奇动物：格林德沃之罪,1091.4万,7.89,7.4,20.56,6.83,2.41万,27.63万,12,453,39
6504,2018-11-23,中国蓝盔,426.8万,3.08,8.33,11.12,6.49,2.71万,14.20万,6,157,30
6505,2018-11-23,克隆人,104万,0.75,3.73,6.42,2.73,1.21万,3.45万,3,85,30
6506,2018-11-23,恐怖快递,37.9万,0.27,0.87,11.24,0.63,2823,1.40万,5,134,27
6507,2018-11-23,名侦探柯南：零的执行人,23.7万,0.17,0.4,16.24,0.24,1311,7632,6,180,30
6508,2018-11-23,你好，之华,13.5万,0.1,0.26,12.67,0.15,834,3733,5,161,36
6509,2018-11-23,最后一公里,8.9万,0.06,0.05,47.19,0.04,161,3440,22,551,25
6510,2018-11-23,恐龙王,6.3万,0.05,0.13,11.36,0.09,422,1976,5,148,31
6511,2018-11-23,忠犬大营救,5.4万,0.04,0.47,2.64,0.33,1544,1695,2,34,31
6512,2018-11-23,生活万岁,3.9万,0.03,0.0,100.0,0.0,9,984,110,4330,39
6513,2018-11-23,嗝嗝老师,2.6万,0.02,0.03,33.93,0.01,88,928,11,295,28
6514,2018-11-23,胡桃夹子和四个王国,1.3万,0.01,0.04,7.18,0.02,123,346,3,105,37
6515,2018-11-23,奶奶的家,0.9万,0.01,0.17,1.36,0.15,557,390,1,16,23
6516,2018-11-23,旗袍先生,0.7万,0.01,0.16,1.23,0.12,517,284,1,13,24
6517,2018-11-23,奇幻梦之旅,0.7万,0.0,0.0,40.16,0.0,4,149,38,1672,44
6518,2018-11-23,无双,0.6万,0.0,0.03,7.51,0.01,90,198,3,68,30
6519,2018-11-24,无名之辈,6419.7万,27.22,22.4,61.37,21.92,6.94万,182.75万,27,924,35
6520,2018-11-24,毒液：致命守护者,5939.7万,25.18,22.08,48.57,25.21,6.84万,166.33万,25,867,35
6521,2018-11-24,无敌破坏王2：大闹互联网,5681.4万,24.09,22.26,44.04,25.19,6.90万,150.72万,22,823,37
6522,2018-11-24,憨豆特工3,2985.9万,12.66,16.53,49.38,14.36,5.12万,96.35万,19,582,30
6523,2018-11-24,神奇动物：格林德沃之罪,1975.2万,8.37,7.06,56.57,6.31,2.19万,48.53万,23,902,40
6524,2018-11-24,中国蓝盔,241.7万,1.02,4.77,16.49,3.6,1.48万,8.06万,6,163,29
6525,2018-11-24,恐龙王,87万,0.37,0.68,40.48,0.51,2093,2.78万,14,415,31
6526,2018-11-24,名侦探柯南：零的执行人,86.8万,0.37,0.62,53.28,0.39,1927,2.80万,15,450,30
6527,2018-11-24,克隆人,76.4万,0.32,1.61,15.97,1.11,5001,2.41万,5,152,31
6528,2018-11-24,恐怖快递,36.5万,0.15,0.7,19.04,0.52,2185,1.35万,7,167,26
6529,2018-11-24,你好，之华,26.7万,0.11,0.24,38.84,0.13,749,7120,10,356,37
6530,2018-11-24,胡桃夹子和四个王国,4.6万,0.02,0.06,22.51,0.04,175,1112,7,260,40
6531,2018-11-24,忠犬大营救,3.2万,0.01,0.21,5.75,0.15,650,1162,2,49,27
6532,2018-11-24,生活万岁,2.9万,0.01,0.01,58.86,0.01,34,751,23,838,37
6533,2018-11-24,嗝嗝老师,2.7万,0.01,0.02,62.11,0.01,74,772,11,363,34
6534,2018-11-24,流浪猫鲍勃,1.9万,0.01,0.02,32.16,0.01,74,501,7,251,37
6535,2018-11-24,影,1.4万,0.01,0.01,70.92,0.0,25,356,15,540,37
6536,2018-11-24,超时空大冒险,1.4万,0.01,0.05,7.83,0.05,169,522,4,84,27
6537,2018-11-24,超萌特攻,1.4万,0.01,0.31,1.55,0.24,957,506,1,14,26
6538,2018-11-24,无双,1.1万,0.0,0.03,16.94,0.02,95,353,4,118,31
6539,2018-11-25,无名之辈,5521万,30.72,23.36,50.44,23.07,7.18万,156.49万,22,768,35
6540,2018-11-25,无敌破坏王2：大闹互联网,4296.5万,23.91,21.61,35.35,23.98,6.64万,113.97万,18,646,37
6541,2018-11-25,毒液：致命守护者,4040.7万,22.49,23.02,31.67,26.3,7.08万,112.01万,16,570,36
6542,2018-11-25,憨豆特工3,2207.5万,12.28,16.22,38.87,14.08,4.99万,73.58万,15,442,29
6543,2018-11-25,神奇动物：格林德沃之罪,1402.5万,7.81,7.15,40.45,6.38,2.20万,34.68万,16,637,40
6544,2018-11-25,中国蓝盔,154.5万,0.86,4.01,12.74,2.99,1.23万,5.11万,5,125,30
6545,2018-11-25,恐龙王,109.7万,0.61,0.81,42.87,0.61,2476,3.51万,15,443,31
6546,2018-11-25,名侦探柯南：零的执行人,76.4万,0.42,0.7,41.98,0.44,2153,2.46万,12,354,30
6547,2018-11-25,克隆人,64万,0.36,1.32,17.07,0.93,4051,2.13万,6,157,30
6548,2018-11-25,老爸102岁,32.8万,0.18,0.13,68.58,0.1,391,9346,24,840,35
6549,2018-11-25,恐怖快递,21.9万,0.12,0.67,12.54,0.48,2054,8110,4,106,26
6550,2018-11-25,你好，之华,21.9万,0.12,0.25,32.01,0.14,760,5990,8,287,36
6551,2018-11-25,胡桃夹子和四个王国,3.3万,0.02,0.05,20.86,0.03,160,910,6,206,36
6552,2018-11-25,忠犬大营救,2.3万,0.01,0.16,5.02,0.11,483,739,2,47,30
6553,2018-11-25,嗝嗝老师,1.8万,0.01,0.02,38.12,0.01,65,494,8,271,35
6554,2018-11-25,流浪猫鲍勃,1.6万,0.01,0.02,37.04,0.01,65,576,9,252,28
6555,2018-11-25,有五个姐姐的我就注定要单身了啊,1.2万,0.01,0.01,43.63,0.01,25,339,14,477,35
6556,2018-11-25,超萌特攻,1.1万,0.01,0.14,3.12,0.11,434,442,2,24,24
6557,2018-11-25,生活万岁,1.1万,0.01,0.0,83.03,0.0,9,318,36,1237,35
6558,2018-11-25,昨日青空,0.9万,0.01,0.03,10.62,0.02,101,305,4,90,30
6559,2018-11-26,无名之辈,2820.7万,41.24,25.91,17.0,26.4,7.84万,82.80万,11,359,34
6560,2018-11-26,毒液：致命守护者,1465万,21.42,23.05,8.56,26.1,6.98万,41.23万,6,209,35
6561,2018-11-26,无敌破坏王2：大闹互联网,1051.4万,15.37,19.43,7.23,21.41,5.88万,28.56万,5,178,36
6562,2018-11-26,憨豆特工3,891.7万,13.04,16.03,11.38,13.7,4.85万,28.77万,6,183,30
6563,2018-11-26,神奇动物：格林德沃之罪,423万,6.18,7.46,8.66,6.75,2.26万,10.80万,5,187,39
6564,2018-11-26,中国蓝盔,77.9万,1.14,4.0,4.79,2.92,1.21万,2.58万,3,64,30
6565,2018-11-26,克隆人,43.7万,0.64,1.46,7.99,0.99,4425,1.46万,4,98,29
6566,2018-11-26,恐怖快递,15万,0.22,0.64,6.91,0.44,1937,5565,3,77,27
6567,2018-11-26,名侦探柯南：零的执行人,14.7万,0.21,0.59,7.07,0.36,1790,4739,3,82,31
6568,2018-11-26,你好，之华,14.5万,0.21,0.38,8.35,0.24,1165,3652,4,124,39
6569,2018-11-26,老爸102岁,5.7万,0.08,0.04,26.66,0.03,123,1637,14,464,34
6570,2018-11-26,最后一公里,3.7万,0.05,0.04,25.76,0.03,117,1358,12,313,27
6571,2018-11-26,恐龙王,3.6万,0.05,0.24,3.93,0.17,725,1239,2,49,29
6572,2018-11-26,嗝嗝老师,1.2万,0.02,0.03,11.31,0.02,100,332,4,115,34
6573,2018-11-26,进击的男孩,0.8万,0.01,0.0,100.0,0.0,4,338,85,2112,24
6574,2018-11-26,影,0.7万,0.01,0.01,12.57,0.01,39,190,5,189,38
6575,2018-11-26,忠犬大营救,0.7万,0.01,0.16,1.21,0.1,474,225,1,14,30
6576,2018-11-26,胡桃夹子和四个王国,0.6万,0.01,0.05,3.56,0.03,145,195,2,44,33
6577,2018-11-26,无双,0.6万,0.01,0.05,3.69,0.03,141,192,2,40,29
6578,2018-11-27,无名之辈,2767.3万,43.39,27.55,15.63,28.41,8.30万,81.38万,10,333,34
6579,2018-11-27,毒液：致命守护者,1321.6万,20.72,23.05,7.76,26.14,6.95万,37.17万,6,190,35
6580,2018-11-27,无敌破坏王2：大闹互联网,903.7万,14.17,17.58,7.0,19.07,5.30万,24.48万,5,170,36
6581,2018-11-27,憨豆特工3,756.9万,11.87,15.71,10.23,13.46,4.74万,25.23万,6,159,30
6582,2018-11-27,神奇动物：格林德沃之罪,377.8万,5.92,7.31,8.01,6.62,2.20万,9.73万,5,171,38
6583,2018-11-27,中国蓝盔,68.9万,1.08,3.83,4.57,2.79,1.15万,2.34万,3,59,29
6584,2018-11-27,生活万岁,66.7万,1.05,0.86,13.73,0.74,2583,1.86万,8,258,35
6585,2018-11-27,克隆人,41.4万,0.65,1.47,7.56,1.0,4422,1.38万,4,93,30
6586,2018-11-27,名侦探柯南：零的执行人,15.2万,0.24,0.63,6.65,0.4,1910,4908,3,79,30
6587,2018-11-27,恐怖快递,14.4万,0.23,0.63,6.51,0.45,1910,5317,3,75,27
6588,2018-11-27,你好，之华,11.9万,0.19,0.41,6.87,0.25,1227,3202,3,96,37
6589,2018-11-27,老爸102岁,7.6万,0.12,0.04,36.13,0.03,119,2130,18,636,35
6590,2018-11-27,最后一公里,7.3万,0.12,0.05,41.48,0.04,145,2682,19,506,27
6591,2018-11-27,恐龙王,3.5万,0.06,0.21,4.44,0.15,622,1195,2,56,29
6592,2018-11-27,嗝嗝老师,1.3万,0.02,0.03,13.75,0.01,98,361,4,130,35
6593,2018-11-27,进击的男孩,1.3万,0.02,0.0,100.0,0.0,2,469,235,6703,28
6594,2018-11-27,无双,1.1万,0.02,0.05,6.16,0.03,150,353,3,75,32
6595,2018-11-27,飓风奇劫,1万,0.02,0.05,4.97,0.03,154,310,3,64,31
6596,2018-11-27,天慕,0.8万,0.01,0.0,36.36,0.0,2,56,28,4153,148
6597,2018-11-27,影,0.7万,0.01,0.02,11.29,0.01,50,201,5,144,35
6598,2018-11-28,无名之辈,2418万,43.88,28.81,12.98,29.96,8.67万,70.90万,9,278,34
6599,2018-11-28,毒液：致命守护者,1138.3万,20.66,23.03,6.71,26.11,6.93万,31.92万,5,164,35
6600,2018-11-28,无敌破坏王2：大闹互联网,722.9万,13.12,16.49,6.06,17.63,4.96万,19.48万,4,145,37
6601,2018-11-28,憨豆特工3,678.7万,12.32,15.66,9.24,13.43,4.72万,22.62万,5,143,30
6602,2018-11-28,神奇动物：格林德沃之罪,318.1万,5.77,7.2,6.92,6.53,2.17万,8.24万,4,146,38
6603,2018-11-28,生活万岁,65.4万,1.19,0.83,14.0,0.71,2506,1.80万,8,260,36
6604,2018-11-28,中国蓝盔,61.7万,1.12,3.68,4.19,2.68,1.11万,2.05万,2,55,30
6605,2018-11-28,克隆人,40.3万,0.73,1.52,7.05,1.05,4577,1.34万,3,88,29
6606,2018-11-28,你好，之华,12万,0.22,0.44,6.0,0.29,1323,3126,3,90,38
6607,2018-11-28,名侦探柯南：零的执行人,11.8万,0.21,0.66,4.92,0.42,1980,3796,2,59,30
6608,2018-11-28,恐怖快递,10.6万,0.19,0.64,4.72,0.46,1941,3933,3,54,27
6609,2018-11-28,老爸102岁,8.3万,0.15,0.04,39.4,0.03,122,2333,20,679,35
6610,2018-11-28,最后一公里,7.2万,0.13,0.04,41.13,0.04,133,2637,20,541,27
6611,2018-11-28,恐龙王,2.6万,0.05,0.2,3.49,0.14,603,907,2,43,29
6612,2018-11-28,无双,1.2万,0.02,0.05,7.75,0.03,154,386,3,77,30
6613,2018-11-28,信仰者,1.1万,0.02,0.02,12.58,0.02,63,386,7,171,27
6614,2018-11-28,天慕,0.8万,0.01,0.0,100.0,0.0,2,194,97,3875,39
6615,2018-11-28,忠犬大营救,0.7万,0.01,0.14,1.28,0.1,431,231,1,16,31
6616,2018-11-28,嗝嗝老师,0.7万,0.01,0.04,5.79,0.02,113,211,2,61,33
6617,2018-11-28,胡桃夹子和四个王国,0.7万,0.01,0.06,2.55,0.04,183,203,2,40,36
6618,2018-11-29,无名之辈,2470.3万,44.91,29.44,12.0,30.78,9.04万,72.69万,9,273,33
6619,2018-11-29,毒液：致命守护者,1152.3万,20.95,22.89,6.4,25.88,7.03万,32.57万,5,163,35
6620,2018-11-29,憨豆特工3,676.7万,12.3,15.85,8.43,13.6,4.87万,22.56万,5,138,30
6621,2018-11-29,无敌破坏王2：大闹互联网,649.7万,11.81,15.78,5.35,16.81,4.85万,17.69万,4,133,36
6622,2018-11-29,神奇动物：格林德沃之罪,305.3万,5.55,7.13,6.25,6.44,2.19万,7.92万,4,139,38
6623,2018-11-29,生活万岁,74.7万,1.36,0.81,15.02,0.69,2477,2.03万,9,301,36
6624,2018-11-29,中国蓝盔,59.4万,1.08,3.66,3.76,2.68,1.12万,1.98万,2,52,29
6625,2018-11-29,克隆人,41.5万,0.75,1.54,6.54,1.07,4740,1.38万,3,87,30
6626,2018-11-29,你好，之华,11.9万,0.22,0.46,5.44,0.3,1424,3257,3,83,36
6627,2018-11-29,名侦探柯南：零的执行人,11.3万,0.21,0.64,4.63,0.42,1967,3779,2,57,30
6628,2018-11-29,恐怖快递,10.1万,0.18,0.65,4.09,0.46,1992,3738,2,50,27
6629,2018-11-29,老爸102岁,9.4万,0.17,0.08,19.23,0.07,247,2775,12,380,33
6630,2018-11-29,最后一公里,6.9万,0.12,0.05,31.24,0.04,159,2480,16,431,27
6631,2018-11-29,亡命救赎,5.7万,0.1,0.06,12.43,0.07,198,1613,9,289,35
6632,2018-11-29,恐龙王,2.3万,0.04,0.18,2.97,0.13,563,773,2,40,29
6633,2018-11-29,记忆折叠,1.7万,0.03,0.01,44.44,0.01,33,592,18,505,28
6634,2018-11-29,无双,1万,0.02,0.06,4.57,0.04,169,325,2,59,31
6635,2018-11-29,摘金奇缘,0.9万,0.02,0.05,2.89,0.05,145,311,3,65,30
6636,2018-11-29,胡桃夹子和四个王国,0.9万,0.02,0.06,3.54,0.04,186,291,2,47,30
6637,2018-11-29,嗝嗝老师,0.8万,0.01,0.04,5.28,0.02,112,195,2,69,40
6638,2018-11-30,无名之辈,3737.3万,39.43,22.97,20.89,26.57,7.49万,108.36万,15,498,34
6639,2018-11-30,毒液：致命守护者,1826.8万,19.28,14.92,14.73,17.77,4.87万,51.10万,11,375,35
6640,2018-11-30,无敌破坏王2：大闹互联网,1156.9万,12.21,8.25,17.4,8.96,2.69万,30.45万,12,430,37
6641,2018-11-30,老爸102岁,745.1万,7.86,13.97,10.58,12.15,4.56万,25.09万,6,163,29
6642,2018-11-30,憨豆特工3,544.8万,5.75,5.53,19.4,4.79,1.80万,18.16万,11,301,29
6643,2018-11-30,亡命救赎,533.8万,5.63,12.73,7.74,11.4,4.15万,17.23万,5,128,30
6644,2018-11-30,神奇动物：格林德沃之罪,340.3万,3.59,2.51,17.01,2.41,8176,7.99万,10,416,42
6645,2018-11-30,摘金奇缘,265.5万,2.8,9.76,4.46,9.01,3.18万,7.84万,3,83,33
6646,2018-11-30,二十岁,120.5万,1.27,3.89,7.49,2.89,1.27万,4.23万,4,95,28
6647,2018-11-30,生活万岁,58.5万,0.62,0.45,20.69,0.39,1453,1.57万,11,402,37
6648,2018-11-30,冒牌搭档,57.5万,0.61,2.18,6.22,1.63,7115,1.97万,3,80,29
6649,2018-11-30,中国蓝盔,24.2万,0.26,0.46,12.28,0.32,1506,7555,6,160,31
6650,2018-11-30,最后一公里,9.3万,0.1,0.05,47.68,0.04,164,3528,22,566,26
6651,2018-11-30,恐龙王,7.9万,0.08,0.14,11.9,0.11,462,2485,6,170,31
6652,2018-11-30,名侦探柯南：零的执行人,7.8万,0.08,0.17,13.42,0.1,551,2604,5,141,30
6653,2018-11-30,33号公路,5.9万,0.06,0.54,2.13,0.41,1760,1716,1,33,34
6654,2018-11-30,在天堂等我,5.4万,0.06,0.26,4.17,0.2,842,1662,2,64,32
6655,2018-11-30,克隆人,4.4万,0.05,0.14,8.05,0.09,471,1467,4,93,30
6656,2018-11-30,你好，之华,4.3万,0.05,0.1,10.71,0.06,318,1175,4,135,36
6657,2018-11-30,恐怖快递,4.1万,0.04,0.19,5.91,0.13,612,1525,3,67,27
6658,2018-12-01,无名之辈,6367.6万,36.9,25.93,45.31,29.52,8.05万,181.39万,23,790,35
6659,2018-12-01,毒液：致命守护者,3820.8万,22.14,18.49,36.45,21.56,5.74万,106.57万,19,665,35
6660,2018-12-01,无敌破坏王2：大闹互联网,3208.4万,18.59,12.48,48.94,12.74,3.88万,84.56万,22,827,37
6661,2018-12-01,憨豆特工3,1411.2万,8.18,7.9,49.86,6.96,2.45万,47.04万,20,575,29
6662,2018-12-01,神奇动物：格林德沃之罪,790.3万,4.58,3.33,45.94,3.04,1.03万,18.92万,19,763,41
6663,2018-12-01,老爸102岁,717.4万,4.16,10.59,19.4,9.05,3.29万,23.81万,8,217,30
6664,2018-12-01,亡命救赎,284.1万,1.65,7.37,10.61,6.29,2.29万,9.05万,4,124,31
6665,2018-12-01,摘金奇缘,240.8万,1.4,5.25,10.83,4.51,1.63万,6.63万,5,147,36
6666,2018-12-01,恐龙王,78.5万,0.45,0.65,37.88,0.49,2008,2.50万,13,390,31
6667,2018-12-01,二十岁,67.5万,0.39,1.88,13.49,1.34,5839,2.44万,5,115,27
6668,2018-12-01,生活万岁,62万,0.36,0.39,35.58,0.33,1219,1.60万,14,508,38
6669,2018-12-01,名侦探柯南：零的执行人,40.3万,0.23,0.35,41.67,0.22,1078,1.26万,12,374,31
6670,2018-12-01,一百年很长吗,39.9万,0.23,1.49,8.04,1.08,4635,1.17万,3,86,33
6671,2018-12-01,中国蓝盔,23.3万,0.13,0.37,20.7,0.24,1163,6867,6,200,33
6672,2018-12-01,冒牌搭档,22.5万,0.13,1.17,6.4,0.87,3625,7592,3,61,29
6673,2018-12-01,超时空大冒险,18.4万,0.11,0.77,8.09,0.58,2385,6410,3,77,28
6674,2018-12-01,三只小猪2,13.8万,0.08,0.4,10.42,0.34,1246,4752,4,110,28
6675,2018-12-01,克隆人,9.7万,0.06,0.14,25.03,0.1,426,3237,8,227,30
6676,2018-12-01,恐怖快递,9.5万,0.05,0.23,14.89,0.17,723,3506,5,130,27
6677,2018-12-01,你好，之华,8万,0.05,0.09,29.55,0.06,288,2245,8,278,35
6678,2018-12-02,无名之辈,4827.7万,37.41,26.84,33.82,30.24,8.32万,137.60万,17,579,35
6679,2018-12-02,毒液：致命守护者,2607.6万,20.21,19.73,23.52,22.87,6.12万,72.38万,12,426,36
6680,2018-12-02,无敌破坏王2：大闹互联网,2454.8万,19.02,13.64,35.19,13.88,4.23万,65.74万,16,580,37
6681,2018-12-02,憨豆特工3,1253.3万,9.71,9.7,35.46,8.47,3.01万,40.43万,14,416,30
6682,2018-12-02,神奇动物：格林德沃之罪,575.8万,4.46,3.82,30.19,3.42,1.18万,13.89万,12,486,41
6683,2018-12-02,老爸102岁,502.2万,3.89,9.05,16.44,7.48,2.81万,16.55万,6,178,30
6684,2018-12-02,摘金奇缘,162.9万,1.26,4.16,9.81,3.49,1.29万,4.61万,4,126,35
6685,2018-12-02,亡命救赎,161.9万,1.25,5.82,7.95,4.87,1.81万,5.21万,3,89,31
6686,2018-12-02,恐龙王,94万,0.73,0.78,39.15,0.58,2413,3.04万,13,389,30
6687,2018-12-02,生活万岁,56.1万,0.43,0.4,32.93,0.33,1228,1.48万,13,456,37
6688,2018-12-02,二十岁,36.8万,0.29,1.53,9.11,1.08,4738,1.33万,3,77,27
6689,2018-12-02,名侦探柯南：零的执行人,31.5万,0.24,0.41,28.84,0.27,1274,1.05万,9,247,30
6690,2018-12-02,冒牌搭档,18.5万,0.14,0.85,7.23,0.64,2629,6180,3,70,29
6691,2018-12-02,一百年很长吗,16.8万,0.13,0.77,6.86,0.55,2376,5070,3,70,33
6692,2018-12-02,中国蓝盔,16.2万,0.13,0.41,13.19,0.29,1278,5094,4,126,31
6693,2018-12-02,三只小猪2,15.3万,0.12,0.36,13.67,0.3,1130,5536,5,135,27
6694,2018-12-02,超时空大冒险,12.9万,0.1,0.63,7.41,0.47,1942,4670,3,66,27
6695,2018-12-02,狗十三,11.9万,0.09,0.03,100.0,0.03,89,3642,41,1336,32
6696,2018-12-02,克隆人,11.6万,0.09,0.15,28.22,0.1,456,3912,9,253,29
6697,2018-12-02,你好，之华,6.7万,0.05,0.12,18.81,0.07,382,1690,5,174,39
6698,2018-12-03,无名之辈,2188.8万,45.23,28.9,9.97,32.61,9.03万,64.25万,8,242,34
6699,2018-12-03,毒液：致命守护者,999.2万,20.65,20.43,6.12,23.13,6.38万,27.95万,5,156,35
6700,2018-12-03,憨豆特工3,465.9万,9.63,10.44,8.49,8.96,3.26万,15.03万,5,142,30
6701,2018-12-03,无敌破坏王2：大闹互联网,444.4万,9.18,11.46,5.14,11.87,3.58万,12.06万,4,124,36
6702,2018-12-03,老爸102岁,221.9万,4.59,9.49,4.83,7.78,2.96万,7.42万,3,74,29
6703,2018-12-03,神奇动物：格林德沃之罪,202.4万,4.18,4.33,6.49,3.99,1.35万,5.12万,4,149,39
6704,2018-12-03,摘金奇缘,88.6万,1.83,3.94,3.98,3.22,1.23万,2.53万,3,72,34
6705,2018-12-03,亡命救赎,84万,1.74,5.52,3.05,4.51,1.72万,2.72万,2,48,30
6706,2018-12-03,生活万岁,59.1万,1.22,0.28,35.18,0.23,859,1.61万,19,688,36
6707,2018-12-03,二十岁,16.4万,0.34,1.35,3.25,0.94,4202,6056,2,39,27
